custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,city_BOM,city_DEL,city_MAA,city_BLR,favday_Monday,favday_Tuesday,favday_Friday,favday_Thursday,favday_Wednesday,favday_Saturday,favday_Sunday,created_year,created_month,firstorder_year,firstorder_month,lastorder_year,lastorder_month
WVX9EA,1,2013-10-04,2013-10-04,2013-10-04,29,6.896551724,3.448275862,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
JTY4VE,1,2013-10-04,2013-10-04,2013-10-04,26,38.46153846,7.692307692,112.12,0.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,9,2013,9
V63NM8,1,2013-10-04,2013-10-04,2013-10-04,37,2.702702703,2.702702703,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
8S958F,1,2013-10-04,2013-11-16,2013-11-16,26,38.46153846,15.38461538,59.55,0.0,1,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
5CLB3R,1,2013-10-04,2013-10-04,2013-10-04,41,17.07317073,2.43902439,40.02,0.0,1,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
DYBNCG,1,2013-10-04,2013-10-04,2013-10-04,32,9.375,3.125,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,9,2013,9
DW8R7F,1,2013-10-04,2013-10-07,2013-10-07,33,3.03030303,0.0,40.02,0.0,1,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
WFQC5V,1,2013-10-04,2013-10-04,2013-12-02,38,21.05263158,0.0,45.46,0.13559322,1,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,11
GS8WFA,1,2013-10-04,2013-10-04,2013-10-04,29,27.5862069,0.0,40.02,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,9,2013,9
LW4DKK,1,2013-10-04,2013-10-04,2014-01-06,43,16.27906977,4.651162791,51.01,0.031914894,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2014,0
9W368J,1,2013-10-02,2013-10-04,2013-10-04,30,10.0,0.0,51.12,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
8MBPK3,1,2013-10-04,2014-01-10,2014-01-10,43,30.23255814,4.651162791,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2014,0,2014,0
4J7GKY,1,2013-10-04,2013-10-19,2013-10-19,38,28.94736842,7.894736842,49.07,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
829BR9,1,2013-10-04,2013-10-04,2013-11-04,39,2.564102564,0.0,35.39,0.064516129,1,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,10
UEUNW4,1,2013-10-04,2013-10-05,2013-10-05,37,2.702702703,2.702702703,40.02,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
9SQD8Q,1,2013-10-04,2013-10-15,2013-11-14,41,17.07317073,7.317073171,41.76,0.066666667,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,10
9L6YY9,0,2013-10-04,2013-10-04,2013-10-04,0,0.0,0.0,40.02,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
CFP328,1,2013-10-04,2013-10-31,2013-10-31,39,17.94871795,5.128205128,84.19,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
WTVR6E,1,2013-10-04,2013-10-04,2013-10-04,37,0.0,0.0,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
QGYKWR,1,2013-10-04,2013-10-04,2013-10-31,38,0.0,0.0,89.05,0.111111111,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
7SQJRD,1,2013-10-04,2013-10-04,2013-10-04,8,100.0,0.0,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
L6RH3P,1,2013-10-04,2013-10-14,2013-10-14,37,5.405405405,2.702702703,89.96,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
FC8S2X,1,2013-10-04,2013-10-06,2013-10-06,33,9.090909091,0.0,28.67,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
BNYMPM,1,2013-10-04,2013-10-20,2013-10-20,43,2.325581395,2.325581395,29.82,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
XFNVN3,1,2013-10-04,2013-10-04,2013-10-10,35,5.714285714,0.0,46.23,0.333333333,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,9,2013,9
ZLPPHL,1,2013-10-04,2013-10-04,2013-10-04,35,0.0,0.0,40.02,0.0,1,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
385FJZ,1,2013-10-04,2013-10-04,2013-10-04,34,5.882352941,0.0,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
8GPCAV,1,2013-10-04,2013-11-07,2013-11-07,47,6.382978723,4.255319149,29.48,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
XLC956,0,2013-10-04,2013-10-07,2013-10-07,2,100.0,100.0,42.35,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
8XSFJE,1,2013-10-04,2013-10-04,2013-10-04,24,83.33333333,0.0,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
5MFVYD,0,2013-10-04,2013-11-07,2013-11-07,6,83.33333333,33.33333333,178.25,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
CC648R,1,2013-10-04,2013-10-05,2013-10-05,44,9.090909091,0.0,51.54,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013,9,2013,9,2013,9
CWGJX3,1,2013-10-04,2013-10-04,2013-10-04,43,9.302325581,0.0,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
Y9KX9Y,1,2013-10-04,2013-10-04,2013-10-04,32,6.25,3.125,40.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
82P7LF,1,2013-10-01,2013-10-06,2014-01-06,39,15.38461538,5.128205128,58.07,0.054347826,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2014,0
KL7E2H,0,2013-10-04,2013-10-04,2013-10-04,1,100.0,0.0,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
6P987S,1,2013-10-04,2013-10-04,2013-10-04,29,3.448275862,0.0,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
CN25KC,1,2013-10-04,2013-10-24,2013-12-27,46,34.7826087,8.695652174,64.14,0.03125,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,11
3LBUEW,0,2013-10-04,2013-10-04,2013-10-04,8,62.5,0.0,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
F73C9U,1,2013-10-04,2013-11-07,2013-11-07,46,8.695652174,2.173913043,28.31,0.0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
P79BEP,0,2013-10-04,2013-10-04,2013-10-04,9,100.0,33.33333333,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,9,2013,9
JEZGV6,1,2013-10-01,2013-10-04,2013-10-04,12,100.0,0.0,40.02,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
PBWEK6,1,2013-10-04,2013-10-04,2013-10-04,35,20.0,0.0,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
3VADCM,1,2013-10-04,2013-10-10,2013-10-10,32,37.5,15.625,94.71,0.0,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
BRN98G,1,2013-10-04,2013-10-04,2013-10-04,39,2.564102564,2.564102564,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
9VZRP4,1,2013-10-04,2013-10-11,2013-10-11,40,42.5,10.0,51.47,0.0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
ET8S5F,0,2013-10-04,2013-10-04,2013-10-04,20,10.0,5.0,40.02,0.0,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
95GGY5,0,2013-10-03,2013-10-04,2013-10-04,0,0.0,0.0,40.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013,9,2013,9,2013,9
XNZGG5,1,2013-10-04,2013-10-20,2013-10-20,38,10.52631579,2.631578947,75.63,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
HMQDAC,1,2013-10-05,2013-10-05,2013-10-05,22,13.63636364,9.090909091,52.96,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,9,2013,9
8N4XCP,1,2013-10-04,2013-10-04,2013-12-05,44,4.545454545,2.272727273,33.59,0.048387097,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,11
424LKA,0,2013-10-04,2013-10-04,2013-10-04,4,0.0,0.0,40.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
X53M3D,0,2013-10-04,2013-10-04,2013-10-04,10,40.0,10.0,43.15,0.0,1,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
NN3Z5D,1,2013-09-13,2013-10-04,2013-10-04,20,95.0,0.0,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,8,2013,9,2013,9
2B4UJP,1,2013-10-04,2013-10-04,2013-10-04,31,9.677419355,3.225806452,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
ZR3PAP,1,2013-10-04,2013-10-20,2013-10-20,37,13.51351351,13.51351351,65.77,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
KTGBSG,1,2013-10-04,2013-10-07,2014-01-18,28,64.28571429,39.28571429,49.4,0.019417476,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2014,0
JM7HFC,0,2013-10-04,2013-10-04,2013-10-04,2,100.0,0.0,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
QG2WP9,1,2013-10-04,2013-10-04,2013-11-28,40,17.5,7.5,34.31,0.090909091,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013,9,2013,9,2013,10
8NF3SM,1,2013-09-28,2013-10-04,2013-10-04,32,12.5,0.0,40.0,0.0,1,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,8,2013,9,2013,9
ZQBWRP,1,2013-10-04,2013-10-30,2013-10-30,41,7.317073171,2.43902439,45.03,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
YHJDFM,1,2013-10-04,2013-10-04,2013-10-04,23,65.2173913,0.0,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
V4FQST,1,2013-09-27,2013-10-04,2013-10-04,37,8.108108108,0.0,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,8,2013,9,2013,9
PA99UM,1,2013-10-04,2013-10-04,2014-01-07,41,26.82926829,2.43902439,35.39,0.021052632,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,9,2014,0
ZR33H9,1,2013-10-04,2013-11-24,2013-11-24,43,23.25581395,2.325581395,45.02,0.0,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
7S4SRG,1,2013-10-04,2013-10-04,2013-11-17,51,0.0,0.0,38.46,0.045454545,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,10
T3JA5G,1,2013-10-04,2013-10-12,2013-12-01,36,50.0,19.44444444,55.23,0.18,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,11
SJHJMR,1,2013-10-04,2013-10-05,2013-10-30,36,2.777777778,0.0,83.78,0.12,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
9W87ZB,1,2013-12-01,2013-12-01,2013-12-18,43,41.86046512,11.62790698,30.61,0.117647059,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
C9J3X5,1,2013-10-05,2013-10-07,2014-01-18,40,67.5,7.5,123.56,0.077669903,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2014,0
SU2Z32,1,2013-09-30,2013-11-04,2013-11-04,35,62.85714286,2.857142857,40.02,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,8,2013,10,2013,10
KYQC9H,0,2013-10-01,2013-10-09,2013-10-09,8,25.0,12.5,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,9,2013,9
VP9GM8,1,2013-10-05,2013-11-17,2014-01-07,43,69.76744186,37.20930233,69.88,0.078431373,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,10,2014,0
6XMT7K,1,2013-10-05,2013-10-05,2013-10-05,44,4.545454545,0.0,40.02,0.0,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
BHV737,1,2013-10-05,2013-10-06,2013-10-14,34,11.76470588,0.0,170.3,0.25,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
MTKR6P,1,2013-10-05,2013-10-05,2013-10-05,43,4.651162791,0.0,40.25,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
RGVYFR,1,2013-10-05,2013-12-04,2013-12-04,48,2.083333333,2.083333333,30.22,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,9,2013,11,2013,11
JBQW4K,1,2013-10-05,2013-10-22,2013-11-12,41,4.87804878,4.87804878,117.09,0.19047619,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,9,2013,10
N53ALS,1,2013-10-05,2013-10-05,2013-10-05,34,0.0,0.0,40.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,9,2013,9
RDA6AN,0,2013-10-04,2013-10-05,2013-10-05,7,57.14285714,0.0,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,9,2013,9
T3UKC9,1,2013-10-04,2013-10-05,2013-10-05,7,71.42857143,0.0,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
CPWG3D,1,2013-10-05,2013-10-15,2013-10-15,34,23.52941176,2.941176471,53.16,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,9,2013,9
3LF6JZ,1,2013-10-05,2013-10-05,2014-01-05,48,39.58333333,27.08333333,56.53,0.076086957,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2014,0
TZZKKV,1,2013-10-05,2013-10-08,2014-01-07,35,68.57142857,14.28571429,122.31,0.087912088,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,9,2014,0
26RZMU,1,2013-10-05,2013-10-05,2013-10-05,32,25.0,3.125,59.55,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
K8NL76,1,2013-10-05,2013-10-13,2013-10-13,37,2.702702703,0.0,97.62,0.0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,9,2013,9
8LYNCC,0,2013-10-05,2013-10-25,2013-10-25,31,16.12903226,6.451612903,68.12,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
22NEUZ,1,2013-10-05,2013-10-06,2014-01-18,42,7.142857143,0.0,63.54,0.125,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2014,0
HWRP53,1,2013-10-05,2013-10-16,2013-12-09,44,18.18181818,11.36363636,58.22,0.037037037,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,11
2B4P3W,1,2013-10-05,2013-10-07,2013-10-13,33,66.66666667,21.21212121,64.86,0.666666667,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
HXG3S9,1,2013-10-05,2013-10-05,2013-10-05,39,20.51282051,5.128205128,40.25,0.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
DQZHXZ,1,2013-10-05,2013-10-05,2013-10-05,31,25.80645161,0.0,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
RPKLTS,0,2013-10-05,2013-10-13,2013-10-13,15,40.0,26.66666667,27.86,0.0,1,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
BPLF6X,1,2013-10-05,2013-10-05,2013-10-20,39,5.128205128,2.564102564,57.66,0.133333333,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
PD6V3V,0,2013-10-05,2013-11-04,2013-11-04,5,40.0,20.0,33.52,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
4US439,0,2013-10-05,2013-10-07,2013-10-07,3,100.0,33.33333333,49.99,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
K68NTN,1,2013-10-05,2013-11-05,2013-11-05,40,5.0,5.0,50.58,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
L7JDQF,1,2013-10-05,2013-11-08,2013-11-08,47,4.255319149,4.255319149,62.49,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
QBAEA8,1,2013-10-05,2013-10-05,2013-10-05,22,63.63636364,4.545454545,43.96,0.0,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
F63KVY,1,2013-10-05,2013-10-28,2013-12-16,43,18.60465116,9.302325581,42.51,0.06122449,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,11
GMZR8X,1,2013-10-05,2013-10-05,2013-11-19,27,96.2962963,14.81481481,64.68,0.088888889,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,10
RN6FQ3,1,2013-10-05,2013-11-07,2013-11-07,30,100.0,16.66666667,69.89,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
R53HCL,0,2013-10-05,2013-10-05,2014-01-13,9,77.77777778,11.11111111,74.81,0.09,1,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2014,0
TXDGCC,1,2013-10-05,2013-11-08,2013-11-08,44,4.545454545,2.272727273,87.85,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
SBWCEA,1,2013-10-05,2013-11-05,2013-11-05,46,8.695652174,2.173913043,71.18,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
EMC2JU,1,2013-10-05,2013-10-14,2014-01-19,55,65.45454545,14.54545455,66.1,0.195876289,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2014,0
HKCVGE,1,2013-10-05,2013-10-06,2013-11-21,38,13.15789474,5.263157895,74.61,0.043478261,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,10
CCACK3,1,2013-10-04,2013-10-09,2013-11-20,29,62.06896552,34.48275862,108.05,0.071428571,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,9,2013,10
NA6MMW,1,2013-10-05,2013-10-05,2013-10-05,31,32.25806452,9.677419355,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
L7SDHL,1,2013-10-05,2013-11-04,2014-01-07,48,22.91666667,12.5,45.94,0.0625,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2014,0
7P62PV,1,2013-10-05,2013-11-03,2013-11-03,36,33.33333333,11.11111111,30.1,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
PBG4RF,1,2013-10-05,2013-11-06,2013-11-06,23,26.08695652,17.39130435,67.08,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
564YFX,1,2013-10-05,2013-10-30,2013-10-30,14,35.71428571,28.57142857,30.23,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
M7CWQU,1,2013-10-05,2013-10-05,2013-10-05,32,6.25,3.125,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
DCLV94,1,2013-10-05,2013-10-18,2013-10-18,31,6.451612903,3.225806452,82.71,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
FC63AY,1,2013-10-05,2013-10-08,2013-10-08,29,55.17241379,6.896551724,25.23,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,9,2013,9
YTTGUK,1,2013-10-05,2013-11-02,2013-11-02,36,33.33333333,13.88888889,58.14,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,9,2013,10,2013,10
54TWHF,1,2013-10-05,2013-10-06,2013-10-18,34,32.35294118,8.823529412,45.53,0.166666667,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,9,2013,9
DZPU8W,1,2013-10-05,2013-11-08,2013-11-08,42,26.19047619,2.380952381,29.39,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,9,2013,10,2013,10
